,0
50,여태 본 공포중 제일 10노잼  영화보면서 악령을 응원하기는 또 첨이네 무서웠다는 댓글은 그냥 공포영화를 못보는 사람이기 때문에 무서웠다는거지 영화가 자체가 무서운건 아니니까 낚이지 말길 바람 아주 그냥 80년대 공포영화 보는듯한 연출과 뻔하디 감독은 전임 감독들한테 미안하지도 않냐  워렌부부는 카메오인가  꼭 봐야할 올해의 공포영화이 영화를 선택한 당신이 공포 데헷   극한직업 베이비시터  보는내내 소리와 악령때매 깜짝 놀라는부분이 많앗습니다  원래도 좀 잘 놀래는 편이고그런데 재밋게 보앗어요  컨저링 처럼 무서운거 나오면 더 좋겟네요 그래도 만족햇어요 뒷부분이 허무햇지만ㅎㅎㅎ  딱좋음스토리 개연성좋고 긴장감도 많음  동전 좀 그만 떨구자 영화 보고나서 동전 떨어지는 소리 못듣겠다  작난감이야  효과음만 요란스럽다  여자아이 너무예쁘더라  무섭다 역시 돈 안 아까운 시리즈 다니엘라 처음엔 발암이었다 근데 의문인게 ㅡ 제작진이 영화 좀 더 잔인하고 고어스럽게 만들 수도 있을거 같은데 ㅡ 일부러 자제한 느낌 도대체 왜  오랜만에 빵빵터지는 영화 잘봤습니다 ㅋㅋㅋ너무 웃겨서 음료수 쏟앗네여ㅋㅋㅋ  문소리 이잉 앗살라말라이쿰  와씨이게 무슨 애나벨거의 나오지도 않고이상한괴물들만쥬라기공원인줄 영화관에 사람 꽉 찼는데 비명소리 한번도 못 듣고조는사람 발생하는 공포영화네요 급 해피엔딩ㅋㅋㅋ  진짜 정말 최악 최근 엑스맨과 비견될만함  에나벨 시리즈 중에서는 제일 재미있었다  난 그저 컨저링 시리즈 광팬이어서 만족함  영화관 안이 조용해짐 옆사람의 큰 숨소리가 엄청 크게 들리고 계속 무서움  잼나네요 은근히 스릴있습니다  무서워무서워무서워어  코믹영화로 보기 좋아요  
51,진짜 무서워요ㄷㄷ 원래 잘 안놀라는데  개발암물질 벌레ㅅㄲ하나가 별 다른 이유도 없이 하지말란짓만 골라서 해대면서 
52, 속 뒤집어놓는 영화진심으로 죽여버리고싶을만큼 짜증이 치밀어오른다 화딱지 나서 못보겠다 중2병걸린 ㅂㅅ들은 진짜 죽기 직전까지 개 ㅅㅂ 다니엘라년 내가 주디 엄빠였으면 ㅈㄴ 패버림  진부한 공포 이젠 어디서 놀라야하는지 너무나 잘 알기에 미리 준비도 할 수 있었다 여자친구와 함께 봐야 비로소 완성되는 영화  왜 저렴하게 생긴 애들은 옷입는 것 부터 말과 행동도 저렴할까노ㅁ뇨ㄴ 구분없이 태생부터 정해지는 듯등장때부터 눈살 찌푸려진다  
53,무섭긴했지만 그전편이더무서운듯  다니벨란가 뭔가 그여자때무에 보는내내 화만나는 영화어우빡쳐인형문은 왜 안잠그고가냐고  스포일러가 포함된 감상평입니다 감상평 보기뜬금없이 연기가 나더니 늑대인간 등장기타로 빵하고 날림어이없게 디아블로도 나오고 이게 무슨 공포영화냐  진짜 최악 그 자체영화관에서 봤으면 땅을 치고 후회할 영화  다니엘라 어벤저스4 스타로드급 발암아오  진짜 노잼 공포영화라고 만든 거면 최소한 놀라게라도 해주거나 안 무섭게 만들거면 스토리라도 재밌어야지 공포 영화 진짜 못보는데 처음부터 끝까지 무표정으로 봤다  이 18 태어나서 처음으로 1점준다 암걸리는 검은머리여자애때문에 개빡치는 스토리로 흘러간다 진짜 미국찾아가서 죽이고싶더라 나만당할수없으니까 다들 꼭봐라 꼭봐서 왜 공포 영화를 보는데 빡쳐야하는건지 공감해라 중 컨저링 유니버스 모두 봐오던 사람입니다 이 영화는 답답한 스토리 너무 많이 보던 연출 영화 끝날 때 끝났어라는 물음을 가지게 된 영화  좀 어른들이 하지말라 경고장까지 붙인데는 다 이유가있거늘   부모님 두분은 늘 공포영화 전문배우같아요   따분함과 억지 지루함의 극치  와정말소름  친구랑둘이봣는데애도 자고잇엇음 영화관직원분이 우리둘깨움일어나니 다들 끝나서나갓나봄 우리둘뿐이였다는게 젤무서웟음와 최고다 이거결말어째됨  간만에꿀잠 돈은안아까웠음 공포물이이리조용한것도처음 애나벨도 시리즈의 종료인가  야이씨 다니엘라 너 진짜  남의 집 물건 허락없이 함부로 만지는 것들은 좀 처맞아야 됨 그나저나 주디 너무 귀여워 역변하지말고 예쁘게 잘 커라       이제 슬슬 뇌절이 되어 가는 영화  ㅅㅂ 내 아까운 1시간40분 돌려내라 이걸 돈안내고 봐도 화나는데 와 공포영화 매니아 로써 진짜 최악중에 최악이다 왠만하면 악평안다는데 크  하지말라는것 좀 하지말고 건들지좀 마라   뭐 영화상 스토리 풀어갈려고 저냔 설정값이겠지만 지 집에 물건도 남이 함부로 만지면 싫어할꺼면서그러네  미국은 심령귀신말고 걍 살인마쪽 영화가  보지마요 진짜 보지마요 제발ㅠㅠ 너무 재미없어ㅠㅠ  
54,다니엘라 잘생겼습니다  
55,창밖에서 들려오는 기타소리가 좋았다  
56,기대한것보다 너무 허무하게 끝남 ㅡㅡ  
57,재밋는데 상영릉너무안함  난 시리즈중에 무섭던데 다른시리즈보다  새벽1시에 영화관에 나밖에없어서 혼자봤는데 존나무섭다 ㅅㅂ  
58,스토리 구성이 전보다 떨어지는 느낌이네요ㅜ  진짜 최악 에나벨 시리즈 중에 제일 발암이고 긴장감도 별로고나름 주인공 친구는 정말 싫음  
59,진짜 최악 이였어요 처음에 가족들 교통사고로 죽었을때 나온게 제일 무서웟고 그뒤로는 진짜 너무 시시햇어요  영화 만들다가 던진 느낌이랄까 ㅋ 갑자기 늑대인간  은 왜 나오는지 모르겟고 웨딩 드레스 입은  멕케나 그레이스 웰케 이쁘냐 반함  
60,진짜 짧고 굵은 영화네요  평이 별로여서 기대 안하고봤는데 기대를 안해서 그런지 볼만했네요 팝콘이 날라다닐 정도로 무서운정도는 아닙니다 23번 조금 많이 놀라는 장면은 빼고여  
61,처음에는 별로라고 생각했는데 막판에 괞찬아지는 영화  너무 재밌어요 다들 꼭 보시길  
62,깜짝깜짝 놀라는게 많아서 좋음 ㅋㅋㅋ  발전이 없는 공포영화 제임스완 형님 돌아오세요  
63,잘 보고 갑니다 재밌었어요 안무섭고  생각보다 그렇게 무섭지 않다 제가 볼 때 스토리가  재미없다 엔딩도 너무 빨랐다 원래에는 다른 애들 그 애가 무섭다고 생각했는데 엔뎅 때 생일 촉하까지  나왔다  집이라는 제한된 공간에서 나름 신선하게 연출한거 같습니다 컨저링팬이라면 12탄에서 워렌부부 집이 등장했기에 익숙했을텐데요자칫 무섭지않을수 있는 소재를 잘살린거같습니다다만 애나벨신부드레스페리맨말고는 비중이  이건 화면도 무섭지만 효과음이 커서 놀라는것이다  
64,지루하다거나 그런느낌까진 아닌데 생각보다 안무섭습니다  진짜 개인적으로 컨저링보다 무서웠어요 심야영화로 봤는데 집 가는 길이 너무 무섭고 보는내내 긴장하며 봐서 머리도 아프고 ㅠ  다니엘라 너무 발암이긴한데 그래도 무섭고 재밌음  
65,영화를보고나서   느낀 점 은  공포영화를  처음본 순간  무서웠습니다 그래도 내용은  꿀잼 이었습니다  영화중에  문을 열지 말라는 경고가 있었습니다  재미있었습니다  
66,열라는건 열고 난지지말라는건 만지다가 큰일난다이  돈아까워ㅠㅠ 너무 무서워서 나도 모르게 눈감느라 못본게 너무 많다  같이 간 애들 다 재밌고 무섭다고 했는데 우리가 무서운걸 잘 못보는건가  시험보고 철렁 내려앉은 내가슴 제새동기로 지져준 영화  
67,진짜 겁도없어  문따고 들어갈 용기면 워렌부인한테 아빠랑 얘기하고 싶다고 도와달라 하겠다 ㅠㅠ  
68,깜놀하는부분은많은데 그냥그럼  
69,남친하구 재밌게 봤어요  
70,무지개 발암ㅋㅋㅋㅋ재미지다 마지막 시리즈라니 아쉽다ㅜ  
71,조금은 조잡하고 집중이 안될때가 있다많은 이야기를 풀려다보니아쉬운부분이있지만  
72,안무서워요ㅎㅎ안무서서안무서움  
73,기대한만큼 별로였어서 아쉽네요  
74,애나벨  약해졌구나  
75,크게 무섭거나 재밌지않았음 소리로 놀래킬때 깜짝 놀라는정도 시간없을때 킬링타임용으로 괜찮음 동전귀신나올때는 웃겼곸ㅋㅋㅋ 집에서 봤으면 웃겼을듯 여튼 심심한데 영화관가고싶을때봐서 그런지 그럭저럭 괜찮았음  
76,소소한 코믹도 있고 공포영화 답게 깜짝 놀라게 만드는 요소들이 많아서 나름 재밌게 봤습니다 같이 온 관갣르 중간중간  놀라는것도 재미요소  
77,워렌부부가 또 해내는 줄 알고 봤다가 ㅋㅋ주디한테 치임 ㅋㅋ볼보이 밥 어리버리한데 좀 멋짐 ㅋㅋ  개인적으로 더 넌보다 잘 만들었다고 생각되는뎅 ㅎㅎ  엥 아무리그래도 1점은아니지 ㅋㅋㅋ 사람들다가치보는데 놀랠때마다 다같이웃음 중간중간 웃음포인트도있공 110점까지잇는데 사람들은 맘에안들면 1점을줘버리네  솔직히 초반엔 잠이 올 정도로 지루했지만 후반부터는 깜놀의 연속 여배우들 예쁨 근데 눈에 동전 붙이고 나오는 유령들 궁금하면 500원 ㅎㅎ 주기도문이 이렇게 강력한지 다시 한 번 알게 되었음  나름 시원시원한 공포 근데 여자애 발암이긴함  연기도 좋고 시간가는줄 몰랐습니다 무서운데 눈을 뗄 수가 없어요  2보다는 못한데 재미는이씀  기대이상으로 괜찮았 습니다  무서워요 나쁜놈 하나땜에 먼고생인지 ㅋㅋ  무서워요 내용도 흥미진진하구요  아 너무 무서웠어요 ㅜㅜ  악령얼굴들 자꾸 생각나요ㅠㅠㅠ   보는 내내 긴장 됬다  공포영화 치고는 굉장히 잘만든 것 같네요  새삼 내가 쫄보라는걸 느끼게함  기대보다 더 무서웠어요 ㅡㅡㅋ  ㅋㅋ재밌음 무서움 ㅋㅋ 긴장의 끈 놓치지마세요  스토리 자체가 허접함 근데 완급조절이나 텔링은 또 나쁘지않은편임  인형이라고 얕보면 큰일 난다  확실히 무섭긴 무섭다  잊을 수 없는 장면둘ㅠㅠㅠ  아발암개빡 ㄹㅇ 보는 내내 짜증나게 함그외에는 뭐 워렌부부 사건집 총집합 느낌이랄까 나쁘지 않았음  이때까지 본거중에 한 손가락에 꼽습니다꿀잼진짜 꼭보세오ㅜㅜ  다양한 악령들이 나오는데 어째서 더 지루해진건지ㅋ 그래도 워렌부부는 여전히 좋았음 마지막엔 살짝 찡하기도 했고ㅋ  깜짝깜짝 시리즈라서 계속보게 됨 잼났음  지릴뻔 했다ㄷㄷㄷㄷ  언제나 기분좋은 즐거움을 주는 우리의 히로인 애나벨 청순한 소녀들에게 풋풋하고 소중한 추억을 안겨주다  
78,에나벨중에 젤 별로 깜짝놀라다 끝뭔가 허무  
79,뭘 좋아할지 몰라서 다 준비해 봤어 근데 다 싫어  
80,날이 더워지니까 공포영화가 땡겼었는데 재밌게 잘 봤어요  
81,제임스완이 쌓아온 업적을 무너트리는 영화전혀 무섭지않았고 스토리도 너무 뻔하네요결말은 허무그자체입니다 뒤통수맞은 느낌임  
82,앞좌석에서 봐서 그런지 심장 떨리면서 봤네요  
83,그동안 공포영화 다 잘 봤는데 이건 진짜 무섭고 하도 놀래서 담온듯 흑흑  
84,중간에 계속 무섭다가 마지막이 좀 허무했어요  
85,정말 무섭고 스릴 넘쳤습니다 애나벨 인형은 엄청 소름 끼치게 생겼네요  
86,하지말라는거 하지말라구 ㅠㅠ  2가 워낙 잘 만들어졌어서 그렇지 이정도면 시리즈에 누가 될 정도는 아니라고 생각한다  이건 진짜 보시면 안됩니다 그냥 나중에 로 보세요몰입감 1도 안되고 무섭지도 않습니다진짜 어느정도 나면 애나벨1보다도 안무서워요 애나벨2보고 무서워서 기대하면서 봤는데 실망이네요  애돌보미 친구뇬 진짜 발암  아니  들어가지말라는 곳에 들어간 이유가 초반부에 바로 나오네 돌아가신 아빠를 혹시나 영혼으로 만날 수있을지해서 간거네  
87,진짜 무섭지않았나요이정도면 무섭게 재밌는데 얼만큼 무서워야 무섭다는거지  이 영화를 보고 얻은건그저 인물들이 너무 예쁘다는 사실 뿐임  초반엔 스토리가 늘어지고 많이지루합니다 사족이 상당히 길어요 그런데 나중가면 왜그렇게 길게 지루하게 늘어뜨렸는지 알만큼 상당히 공포로 죄어옵니다 일반적인 일상을 보여주고 그후에 옥죄여오는맛이있는 영화네요 상당히 재밌 무서움그자체너무비명을많이지름  진짜 스릴감 넘치고 역시 애나벨은 항상 긴장감있게 보는 재미가 있어요 ㅜ   로레인워렌 지금 까지 고생 많으셨습니다 천국에서 에드워렌이랑 행복하시고 편히 쉬소서  무서워요 오줌 지리는줄  
88,하지말라는건 하지 맙시다  
89,세계관은 인정해줘야된다  
90,애나벨 집으로 재밌어요  
91,괜찮았어유 근데 사람들이 말을 좀 들어뒀으면 좋겠네요 하하  
92,나름 스릴 있게 잘봤습니다  
93,시리즈 다보았는데 나름 괜찮게봤습니다비오느날 ㅎ  
94,다니엘라 걔는 하지말라는것만 골라서 하네ㅡㅡ  
95,놀라 소리 지르는 사람이 많아서 무서움이 줄어들어서 좋았어요  
96,컨저링 인시디어스 등등 다보고 있는사람이라 그런지 좀 예상 가능한 느낌제임스완 감독 스타일을 쫓고있기는 하나 뭔가 2부족했음  
97,딱그냥 먼가 볼만한정도 그이상도 이하도아님 차라리 더넌 컨저링2 이런게 재밌었던거같음  
98,뻔한 내용이긴 한데 볼만 함  
99,핵노잼 그냥 영화보는돈으로 불우이웃돕니다보지마요  
100,솔직히 공포영화 겁나 못보는 쫄보 둘이서 가서 봤는데 놀란장면 두세번 있고 안무서웠음  
101,친구랑 보고 왔는데 재밌게 잘 보고 왔다 컨저링 시리즈는 다 갠춘한듯ㅎㅎ 이따 컨저링 딴 시리즈 봐야징ㅎㅎ  장난하나 역대급 노잼이다 귀신만 잔뜩풀어놓고 정리가 하나도안되네  에나벨을 가두어 놓기에는 유리관이 너무 허술 한   거 아닐까요디지털 도어락이 있었다면  
102,재밌어요 극장에서 볼만한 영화임 추천  그래도 컨저링 유니버스 애나벨시리즈 12편 보다 3편이 그래도 제일 잘만들었다 생각합니다볼만해요 극장에서 사운드 빵빵하게 보세요  1편2편 중에 젤 잼섯고 다니엘라 씹트롤이네 ㅋㅋ 어캐 그걸 다 건들 생각을하냐  공포영화보다 잠든거는 진짜 태어나서 처음임  개노잼 중간에 지루해서 졸았음 내가 왠만하면 공포영화볼때 안자는데 이건 뭔가 질질끄는건지 뭔지 넘 기대하구봐서그런가 노잼쓰무서운영화 잘보는사람은 보지마세요 켁  뭔가 없는스토리 쥐어짜는느낌이였어요악령인데여자두명이유리관힘줘서닫는다고닫아질거였으면ㅋㅋ그전엔왜케강했을까  다른 공포영화와 달리 쉴틈이 없어서 좋았음  에나벨 한 번 볼 돈으로 차라리 알라딘을 두번 보게 훨씬 나을 거 같다 이거 공포영화냐  스케일이 점점 작아진다 그냥 공포의 집 수준이네  
103,나쁘지 않았네요 컨저링1을 뛰어넘는 걸작은 나오지않을듯  결말이 띠용인데 무서운 장면은 ㄹㅇ 무서웠음앞자리 커플 중간에 나갔음 무서워서  
104,영화는 그럭저럭인데 무서운거 못보는분들은 주의하세요  제임스완 제작그만하고 연출해  
105,우리 나벨이 언니가 늙었는지 약해지면 재미가 없잖아ㅡㅡ  역대급 노잼이네요 공포영화 좋아하고 컨져링 시리즈라 기대도 컸고 한달전부터 개봉날만 기다렸는데 왠 로맨스코미디 정말 대실망입니다 10분까진 재밌었네요  흠 내가 너무 기대를했는가 기대했던것보다 안무서워 놀랬네요 ㅠ 왜 퇴보했냐고  인시디어스 컨저링 애나벨 시리즈들 통 틀어서 제일 지루하고 재미 없었다 깜짝 놀라는 부분 몇개 있지만 전체적으로 지루하다  진짜 여태컨저링 애나벨 더넌 유니버스 다본사람으로써 나솔직히 오늘개봉한줄도몰랐다가 남친이 개봉했다길래 신나서 9시타잉으로 봄아진짜 그냥 코웃음나옴  놀래는부분도있겠지 갑자기 뽝하고나타나는데 거기서안놀랠사람어딨나  아 
106,무서워 야나벨 시리즈 중에서 제일 몰입해서 봤어용 무서웡  
107,1하지 말라면 하지 말자2때려서 키워야 한다  난 진짜가무서웟는데 ㅋㅋㅋ애나벨중에 젤무서웟던ㅊ편인듯  솔직후기솔직히 내용은 재밌음 여주도 이쁘고근데 내기준 무서운부분 없었음 무서운부분 언제나올까 조마조마하다가 끝남 무섭진않은데 재미는 있었어서 본거 후회하지는 않음  기대하고 봤는데 딱 급영화흠 공포영화 유니버스는 인시디어스가 최고인듯하네요 ㅠㅠㅜ 컨저링은 후편으로 갈 수록 망하니 참  공포영화계에 스탠리라고 불리는 감독 제임스 완이 투자만 하고 빠졌지만 충분히 무서웠다 부실하다고 생각되는 스토리라고 생각되지도 않았고 엔드게임에서 받았던 전율만큼 여기선 소름으로 바뀌었다 중간중간의 갑툭튀도 지릴뻔했 재미도없고감동도없고  지인 추천으로 봤는데 무섭네요 ㅜㅜ  워렌 부부 분량 초반에 잠깐 있고 나머지는 셋이서 끌어가는데 워렌 부부 없이도 너무 쫄렸고 긴장됐음생각보다 애나벨이 쉽게 갇힌 느낌도 있지만엄빠 닮아서 그런지 주디는 되게 용감했고다니엘라는 죽었으면 했는데ㅎ 개 워렌부부 보살이네 나 였으면 악령이고 뭐고 다 후두려 팼다 기껏 도감다 모아놓으니깐 봉인 해제 시키네 ㅋㅋ  
108,보는 내내 진짜 고구마만 먹은듯  애나벨 시리즈 다 봤지만 이번건 너무 재미 없었고  임팩트가 없어서도 아쉬웠음   
109,애나벨 치곤 안무서웠는뎅 걍 시리즈니 볼건 봐야죵 ㅎㅎㅎ  
110,기대보다는 전작 보다는 별로였어요  보지마세여 그냥 막판엔 무슨 감동 쥐어짜내기 시전  졸다나옴돈아까워 진짜ㅠ  
111,솔직히 아쉬움이 많은 영화 컨저링보다 무서운건 없는것같음 산으로가는 스토리가 다소 아쉽다는 말밖에  다커플임가지마셈난볼남자가없어서 개부랠협박반강제납치해서감 오늘본커플이하는말울공주님놀랬어요오빠가애나벨혼내줄가캄서 77ㅑ할때마다키스함개씨실제로저기가면 늑대인간봤다고 쨀먼져쫄아가 숨는애가남자 
112,좀 무서우려고 하면 별거아니고  컨저링을 보고나선 세례를 받을까 고민했었는데 이 영화를 보고나선 걍 ㅈ밥들이구나 생각했습니다  
113,2는 명작 3는 집에서 혼자 봐도 실소할 영화제임스완 더넌부터 시작해서 요즘 왜 이러나요  
114,역대 가장 안무서운 영화였습니다 애들로만 영화를 찍어버리니 쥬니어용 공포영화가 되버림  
115,이거 볼빠이에 그냥 집에서 처자셈 그게더 이들  
116,추천 볼만함ㅋㅋㅋ갑툭튀요소많음  
117,요근래 공포 영화가 개봉해도 상영관을 많이 잡지 않아서 볼 만한 걸 못 찾고 있었는데 그래도 상영관 많이 잡는 공포영화가 나와서 좋네요  0점은 없나  발단전개위기절정결말절정  결말 참 휴내가 돈주고봤다는거에 진짜 어제의나를 죤나게줘패고싶네요 보다졸았어요 별점 56789 10점 주시는분들은 알바에요 재밌어요 진짜 이게  짱무서웠음 애나벨 시리즈 중 제일 무서움  
118,나는 쟈미있게 잘봄 ㅎㅎ  건들지말라는건 건들지말고 좀 말좀 잘들으면 참좋냐아  
119,발암캐릭터들로 전개되는 전형적인 스토리집으로가 놀이공원에 있는 유령의 집 으로 라는 뜻이었던듯 그정도로 귀신이 아기자기하고 소소하게 놀래켜줌 처음으로 이 시리즈 계속 보고 있는 내가 안타까워짐  
120,어제 시사회로 봤는데 나땜에 옆사람 놀라고 옆사람땜에 나도 놀라고 애나벨은 찐이거든  급식들  또  팝콘으로 어그로 끌면 쥐긴다  무서운거 잘 못보는데 이건ㅎ 뿔달린 악마 나올 땐 웃기기까지 하더라 컨저링 시리즈 좋아하는데 진짜 제일 실망스러움 처음엔 짜증나고 중간엔 이게 뭔가싶고 제목은 대체 왜 애나벨인지 이도저도아닌 느낌  스토리가 없어요 별로네요  전작들도 다 영화관에서 너무재밌게 봐서 이번것도 기대 많이 했는데전작품들에서 봐오던것들을 그대로집어 넣어서 식상했음재활용 한것들 치고 연출은 좋았는데 그외에는 다별로분위기만 잡고 무섭지는 않음  악마 개쫌생이애기랑 엄마 위협하는 수준이  전혀 무섭지 않습니다 기대가 컸나 봅니다  무섭지도 않고 구성도 전체적으로 엉성하고 허술함  뭐 영화를 이따구로 만드냐 스토리가 너무 예상감 개뻔해무섭기만함  진짜 도대체 에나벨 시리즈가 인기가 왜 많은지 알 수가 없다 잔잔하니 너무 노잼 공포영화 너무 좋아하는데 얘 시리즈는정서에 맞지않는건지 진짜 취향 무썸남썸녀랑 보면 썸 깨질삘 너무지루해서  더 넌까지는 무섭고 심장이 두근두근 거리고 눈을 가렸지만 이 영화는 코미디ㅋㅋㅋㅋ 너무 억지로 만든 개연성 1년1작품이라는 급박함이ㅜ  핵노잼개노잼더럽게재미없고답답하고안무서움  영화 보다가 잔적이 처음이다 구구절절한 설명과 비틀지 않고 걍 고대로 넣은 클리셰 하지말란거 꼭하는 주인공 식상하면서 너무 질질 끄는 연출 일본에서 만들었나 싶은 저렴한 특수분장  이름만 갔다 쓰고 감독이 바뀌니까 히트작들하고 느낌이 너무 다름 어둡고 잘안보이는 답답하기만한 화면에 유령들은 3류 크리쳐물티가 나고 입냄새로 죽이려는 건지 얼굴에 대고 괴성만 지르니 긴장감이 없다  영화관에는 정적만 흘렀다고 한다 가끔 너무 웃겨서 피식함 ㅋ  갈수록 낮아지는 기대치 그럼에도 불구하고 매니아관객의 니즈를 충족시켜주지 못하는 영화  육개월만에 공포영화 봤는데 지렸다  제일 무서운 실제 케이스 바탕으로쏘쏘의 영화를ㅠ  재미없어요별로 무서운장면도 없음  너무무섭다  진짜 안무서움  조나무서 조난무서버  컨저링1보고 충격 씨게 받아서 2랑 에나벨도 찾아서 봤어서 이번꺼도 기대하고 봤는데 너무 뒤통수 맞은 느낌제임스완 이번 영화도 각본이랑 연출만 담당하고 메인 감독이 어스 만든 제작진이라는데 이번꺼도 보고 기대이하면  요로나의 저주 개노잼그거 보고 영화관에서 이거 봤었는데 요로나를 봐서  그런지 무서웠음  컨저링과 애나벨은 어떤 관계라고 봐야 될까스핀 오프   처음에는 괜찮았으나 점점 갈수록 별로어떻게든 공포분위기 만들려고 노력한 영화입니다결말이 너무 허무하고 어이가 없음  다니엘라 개극혐 베라파미가랑 그의딸 주디 연기 너무잘함  
121,개무서움엄청무서움인정  애나벨 시리즈는 그냥 킬링타임용 갈수록 연출이며 스토리가 너무 억지스럽고 재미나지 않지만 소소  만지지 말라는걸 만지다가 결국 큰화를 불러일으켰다  
122, 더 넌보다 최악인 컨저링 시리즈가 나올 줄이야분위기만 계속 깔고 전혀 무섭지 않습니다  
123,음 이전 작품과 매끄럽게 이어지지는 못하는거 같다귀신 총출동은 재밌었는데 엑소시즘부분은 좀 아쉽  어둡기만 하고 떡밥만 던져놓은  무서운것 만큼은 좋았지만 재미는 그닥  이 영화의 교훈  제발 하지 말라는 것들은 좀 하지말고 만지지 말라는 것들은 만지지좀 말자  제임스 완을 감독으로 데리고 와라  늑대유령은 대체 왜집어넣은거야 앞시리즈 욕보이려고만든거야뭐야ㅡㅡ  이 영화는 저의 최애 공포영화  3에 들어가는 영화고요기대하고 봐도 기대 안 하고 봐도 재미있는 영화 입니다그리고 진짜 다들 하지 말라는 것들은 진짜 하지 맙시다  심심할때 생각없이 보기엔 괜찮음  
124,약간 그냥 저냥  흠 그냥  별로 무섭지 않았고 그냥 멍때리다 보니 어느새 끝나있던 다니엘라 행동도 너무 이해 안가고 개연성이 별로 없는 듯 했음  시리즈 전부를 다 본사람입니다 그외 인시디어스 등등꽤 몰입도 있습니다 다만 제임스 완이 감독일때의 감동은 없답니다몰입도는 있는데  공포감은 떨어지네요 다만 오컬트 호러물 자주 보는 사람들은 면역이 되서 시시 친구 진짜 재수없네 꼭 저렇게 사고치는것들이 있어요  보면서 하품 총 8번함컨저링 시리즈 중 제일 못만듬 판타지영화인줄  
125,공포심은 전작보다 별로 였어요  
126,무서웠어요 아이가재미있데요  
127,정말 재미없구무섭지않은 공포영화  이제 그만하자 일반 호러물보다도못함  공포영화 매니아라 그런지 재밌었습니다  재미없을줄알고 영화관에서안보고 무료다운받아서  거의다봤는데 ····무서운거 1도없었음갑툭튀늑대인간무엇 쨋든 노잼각잡았음ㅋ  애나벨 시리즈 중에 제일 재미없는걸 돈주고 다운받는건 좋은데 난 그냥 대여만 원하는데 구매만 가능하게 하다니실망이야ㅠㅠ  전작들과 비슷함의 반복 새로울 것이 없는  
128,조금 놀랄정도에요 볼만해요  
129,그저그런 공포보다는 좀 주인공들이 짜증나는 영화  와 이렇게 안 무서운 공포영화가 다 있네ㅎㅎ  
