,0
198,나같으면 그친구랑 다시 친하게 못지냈을것같은데 착한사람들 괜찮았어요 공포영화 못보는사람이 보기에 딱좋은수준이에요  전 시리스보단 별로였지만 볼만합니다  진짜 재밌고 너무 놀랐어요ㅋㅋ 배우 연기도 대박이더라고욬ㅋㅋ  별로였음 좀 더 긴장감있었으면  굿굿 재밌었어용  꼭 관 로 보세요 사운드믹싱 엄청납니다  그냥 가벼운 맘으로 보세요 괜찮은거 같아요 깜짝깜짝 놀라요  오랜만에 공포영화 잘봣습니다  재밌게 잘봤습니다 중간중간에 깜놀요소땜에 움찔움찔하면서도 재밌었어요  재밌었어요 역시 믿고보는 시리즈입니다  나름 볼만했어요 중간중간 깜짝깜짝   썸녀랑 보다가 썸녀 잠들었네요 개빡  악령 어벤져스 출동늑대인간 최악  사무라이 약  신부귀신 약동전귀신만 절라무서움  악령들은 개성있던데 악령 엑소시즘하는 워렌 부부 에피소드를 드라마 시리즈로 만들면 히트 칠 듯  재미가 없지는 않았지만 이전 시리즈들에 비해서 스토리가 너무 없는 느낌  리얼돌에 빙의되면 애나홀이냐  많이 기대안하고 보면 재밌어요 갑툭튀가 많아서 지루하진 않아요  그냥 왁왁 놀래키고 끝남 똥싸다 끊킨기분 뭔가 더 나올줄 알았는데 갑자기 끝남 아쉽  하지말라는건 좀 하지마 ㅠㅠ  뭔놈의 집에 안개가 낀다냐  혼자보다가 죽을뻔재밌게봄  일취월장했던 유령들이 2세들쭈쭈포함에게 걍 넉 다운  피자배달부보고 이광수 밖에 생각 안남  스엑으로 보니까 개쩔어요 ㅋㅋ  눈감고 머리도 못감게하다니ㅠㅠㅠ  공포영화 못보는 편이라 그런가너뭄 ㅜ서워서 죽는줄 알았다 사진도 보기시러ㅡ  
199,한명때문에 다일일어나나  공포 스릴 모두 느껴지는 영화  진짜 눈과 귀를 틀어막고 싶었다  정말 깜짝깜짝 놀라면서 봤어요  애나벨 진짜 너무 무서워ㅠㅠㅠ  처음부터 몰입해서 볼 수 밖에 없었습니다  한번씩 놀라는 장면이 있어서 움찔  하지말라는건 제발 하지말자ㅠㅠ응  적당히 잘만든것 같아요  개무섭더만 누가 안무섭댔냐  완전 너무 무서웠어요ㅠㅠㅠ  좋았어요 적당히 무섭고 소름끼칩니다  무서웟어요ㅠㅠ진짜 소름  와 간만에 너무너무너무무서움  기대했던 만큼은 아니지만 굳굳  한시도 방심 할 수가 없는 영화  올해 처음 본 공포영화였는데 대만족ㅋㅋㅋ  와 진짜 충격적이다ㅠㅠㅜ몃  공포영화계의 천재 제임스 완  애나벨 인형 실제로 보고싶다  무서운데도 자꾸 보게 되네요 ㅎㅎ  개인적으로 몰입해서 봤습니다  간만에 볼만한 공포영화가 나왔다  개인적으로 컨저링2보다 못했지만 재밋었어요  
200, 하나가 싸지른 똥을 세명이 치우네ㅋ  제임스 완 제작이라 기대 많이 했었는데 역시나네요  딱 5점정도네요 그냥 그럼  아니 천식때메 쓰러진 사람을 두고 따로 다니네 ㅋㅋ ㅂㄷ  아니 너무 허무하게 끝나느데  
201,생각보다는 별로 였던  믿고보는  애나벨 인시디어스제임스완 시리즈 역시 개굿  존나재밋어역시실망안시키네  쿠키는 컨저링3 떡밥 주는줄 알았는데 아예없다니 아쉽 애나벨 이제 정말 끝이구나 로레인할머니도 이젠 정말 안계신다는게 좀여튼 재밌어여  
202,만지지말라는걸 왜 만져서 그러니까 기대안하고봐서 생각보다 재미써씀  수많은 귀신들을 볼수 있어서 재밌었습니다  이게 아부지도 없는게 까불어  ㄹㅇ 그 친구냔 죽기를 영화보는 내내 기도했는데 3번봐야지 ㅎㅎ  볼만은 했음 제임스완이 감독까지 했더라면 더 좋았을턱  애나벨 집에서 푸닥거리함  재밌게봤어요ㅎㅎㅎ  
203,생일파티 잘봤습니다  갑툭튀 굉장히 좋아하는 사람으로써 역대 시리즈중에 제일 무서웠음  컨저링 유니버스 확장 가능성을 응축해서 보여준다  졸라무섭네ㅋㅋㅋㅋ 웬만한 잘보는 사람들도 무서울거예요  영화 평소에 뭘봐도 볼만했다싶으면 봐도됩니다  뭐야 왜 리뷰가 없어 리뷰보러 왔는데  어둡고 느리고 긴장되고 갇혀있고 보다가 힘들어서 나가고 싶을정도였다  다른 애나벨 시리즈보다 덜 무서웠던건 사실임 연기 나올때 눈 가리고 봄동전이 영화를 살렸음  애송이들만의전개지만 잼썻다ㅋㅋㅋ  애나벨 넘재미있게봤어요 마지막 부분이 쪼금그러지만 그래두 소리질러봤어요무섭다 쿠킹영상없음  컨저링시리즈보단 못하지만 소소한 헤프닝  그냥저냥ㅋㅋ같이본 남사친이 더무서워함ㅋㅋ시리즈중에선 젤 무난했어욬ㅋㅋ못보는분들 도전해볼만해요ㅋㅋ못보는 저도봤으니  와 진심 제가 귀신 다양한거 좋아하는데 딱 제 스타일이였어용 ㅎㅎ  와 진심 제가 귀신 다양한거 좋아하는데 딱 제 스타일이였어용 ㅎㅎ  발락하고 애나벨이 있다면 발락이 훨씬더 강한 악마겠지만약 주디가 애나벨이 아니라 발락을 상대했으면 졌겠지  혼자서 영화보다가 기절할뻔  이게 재밌냐 리얼리 이게 무섭냐 리얼리 ㅋ  
204,꽤 재밌게 보고왔어요  
205,노잼 유치해 귀신도유치하고 싸구려영화  
206,흔한 클리셰 범벅 뻔한 전개 전작들의 흔적 찾는 재미는 있네요  이거볼빠에알라딘두번봐요  웬만하면 5점이상 주는사람인데 이건좀 아닌듯그냥 소꿉장난같은 공포물  진심 쉴틈을 안주네여…  두근두근 오랜만에 공포영화 좋았어요  컨저링 시리즈 이상으로 무섭다   끝나고 나니깐 힘주고 봐서 그런가 어깨가 뻐근ㅜㅜ  생각보다 무서워서 엄청 재밌게 봤음  애나벨 역대 시리즈중 제일 안무섭고 코믹스러운 요소가 다른 시즌에 비에서 많았던것 같음 관객들이 중간중간에 계속 웃더라ㅋㅋ그냥 무난했음 평균임 딱 근데  컨저링 유니버셜 시리즈 중에선 요로나 보다 더 안무서웠음 한순간에 몰입감과 공포감을 주는  짜릿한 공포 영화 시간 가는 줄 몰랐다  그 동안 봐 온 공포영화들 중에서 젤 내스탈 ㅋㅋ  올 해 봤던 영화들 중에서 젤 재밌음 ㅋㅋㅋ  소름끼치고 심장뛰고 넘 무섭ㅠㅠ  다니엘라 극혐   근데 이뻐 ㅎㅎ  2만큼 무서웠다 재밌었음  중간중간 눈감기다가 사운드에 잠이깨는 영화더넌 이후 무서움이 덜해졌어요   스토리는 아쉬운데 아찔한 공포는 만족  와 심장쫄깃햇어요ㅠㅠㅠ  진심 제임스완의 안목은  청각공포용 영화임 시각적으로나 감정적으로나 놀랄 게 하나도 없고 영화관 내에 큰 오디오로 억지로 놀래키는 게 이 영화의 전부임  무서서운것만 있는게 아니라 스토리도 탄탄  교훈 친구를 잘 사귀자  진짜 비급 영화 그자체 였음 돈아깝  공포영화좋아하는분들은꼭보세요  
207,조금  혼잡한 감은 있지만 무섭게 잘봄 너무 많은 귀신들 출연시키는거 보면서  분명 또  재들 로 영화 찍겠구나 확인함 ㅋㅋ 그리고 하지말라는 것좀 하지마  보는내내 몇번이나 놀랐는지 모르겠음 휴  개인적으로 진짜 무서웠어요  간만에 무서운 영화 제대로 봤습니다  무서웠어요ㅋㅋ꼭보세요ㅋㅋㅋ  심장쫄깃 당분간은 공포영화 안볼거얀  
208,교훈열지말라는건 열지말기  개봉하자마자 봤는데정말 놀람 1도 없었음 완전 별로  
209,기대하고  봤는데 생각보다 무섭지도않고 그냥 볼만했어요  그래도 애나벨시리즈라서 기대는 하고봤는데역대급 진짜실망이었다공포영화보면서 두근거리는 긴장감이 하나도없었고 무서운장면도없었고 비추  스릴 넘치고 재미있었어요  아버지에 대한 그리움  공포  다른건 그렇다쳐도 주디 나중에 크면 엠마왓슨 급으로 한 미모 할 듯 마의 18세만 넘기자  아쉽지만 그래도 엔애나벨  유럽엔 28주후 아빠가 말아먹었으면 미국은 다니엘라가 말아먹을뻔 ㅋㅋㅋ 영화보는데 앞사람이 욕을ㅋㅋㅋㅋ 그런데 해떳을때 주문한 피자가 한밤중에 오는건가여  무서워서 앞으로 팝콘 쏟았는데 다시 뒤에서 옴  한시도 방심 할 수가 없었어요 공포 좋아하면 무조건 보세요  와 대박최고였어요  ㅋㅋ팝콘이 필요없어여 무서워여  불쫌키고잇자ㅠㅠㅠ  무섭기도 했지만 놀라는 장면이 많으니 주의  스토리가 탄탄해서 좋았습니당 공포감도 상당해용  공포영화 좋아하는 분이라면 추천합니다  간만에 공포영화 같은 공포영화 본 듯  애나벨2가 너무 노잼이라 그런지 기대치가 낮았는데 컨져링 시리즈 매니아라서 그냥 봤음 강약없이 강강강으로만 나가는 느낌이었지만 충분히 무서운듯 컨져링1 제외하면 시리즈중에 가장 나은것같은데 스토리같은거 없이 그냥 소재가 바닥나니 로맨스 코메디 집어넣는 클라스  
210,무서워요근데 결말은 해피엔딩이다  123중에이게잼남  짜증나게 무서웠지만 재밋게 보고 갑니다  
211,재미있고 스릴넘쳤어요 다만 아시운건 너무 간단하게 해결된 기분이에요 컨져링수녀가 더무서웟어요  썸남이랑 영화보고 영화보는 내내 손잡았어요 커플이라면 꼭 보시길 ㅠㅠㅠ  발락은 더넌으로 나왔는데 키다리아저씨 크로키드맨은 왜 승인 났는데도 안내보내니ㅡㅡ  결말을 너무 급하게 끝냄  기대했던것보다 공포가 많이 없었다 역대 애나벨시리즈 중 가장 공포가 떨어진 영화였다 워렌부부는 별로 기대하지 않는 편이 좋다  어제 밤에 봤는데 솔직히 하나도 안무서움 진짜 무서운거 바라고 가는사람들은 큰기대 하지마세요 놀래는것도 내가 나이가먹어서그런지 전혀 안놀랬고 재미는있어요 재미는있는데 너무빨리끝남 무슨 106분인데 너무짧아요 암튼 그 노잼 공포영화 수로 떼우지말고 질적 향상좀  와 이제 시작인건가  했는데 끝이번편은 뭔가 아쉬운ㅠ  다니엘라는 너무 멍청하고 생각이 없나 싶을 정도결말은 너무 허무해서 똥 싸고 안닦은 기분무섭긴 하나 중간중간 귀여워서 웃음 나오지만볼만은 하다  뭐 그럭저럭시리즈 평타는 친다 기대는 하지 말 것  진짜 역대급 개노잼이었음 기대 일부러 안하고 봤는데 컨저링 유니버스에서 최악질질끌기만 하고 보는 내내 지루하게 느껴졌습니다  백귀야행을 바랬는데 그런 것은 또 아니네 워렌부부는 활약을 안하는 군요  공포의 밤이라서 기대했는데 생각만큼 휘몰아치진 않았다  공포감은 있지만 확실히 전 시리즈에 비해 무서운감이 없어지고 내용도 어느부분에 귀신이 나올지 모두 예상되는 전개 너무 얕은 스토리 하지만 나에겐 충분히 스릴있고 무서웠다 애나벨 시리즈인 이유 하나만으로 충분히 볼 뭔가 그닥 공포스럽지 않고 사운드소리가 무섭네 차라리 사탄의 인형이 더 나은듯  제발 하지말라고 하면하지마 만지지말라면 만지지말고 세계관확장 떡밥만 던지듯한느낌세계관 확장에 필요한 징검다리역활  영화는 볼만했지만 기대에는 못미친느낌ㅠ워렌부부 분량이 심하게 줄어서 아쉬웠고 악령들이 너무 약해져서 보다가 의아했음 그리고 중간중간에 코믹요소가 있는데 애나벨을흔한 급 아메리칸 호러무비로 만들어버린 것 같아서 마 
212,2편보단별론데소리질럿다  방금 봤어요 워너 브라더스 공포영화 웬만한건 다 봐서 매니아가 됐는데 이번 편은 깜짝 놀래키는 기술과 영상미는 뛰어났으나 스토리가 아쉽더라구요 마지막에 인형 가둔것도 좀 억지스러웠고 매니아로서는 아직 컨저링2나 갑툭튀 좋아하는 분들에게 강력 추천  워렌부부의 특별출연 애나벨은 그만 찍고 컨저링만 직어야할 듯  발암 캐릭 때문에 짜증나서 보기 버거웠음  걍 팬이어서 반가웠다ㅎ  갠적으로 재미는  2다음 1다음 3순생각보단 별로였음 여주가 그나마 예뻐서 그걸로 위안  지금 보내요 그럼 이제 다시 만나요  난 왜 더넌이나 요로나의 저주보다 안 무섭지그냥 컨저링3에 나온다는 늑대인간 맛뵈기로 보여준게 위안이네  어중간한 로맨스 어중간한 코미디 어중간한 공포 깜놀요소만 있을 뿐 전 작들의 공포를 느낄 순 없었다이 대환장 파티의 결말을 어떻게 마무리지을지 걱정했는데 아니나다를까 너무 억지로 짜맞춘 느낌그냥 애나벨의 한 다니엘라가 저지르지 않았더라면  넷플릭스 기묘한이야기 보는줄  워렌부부 컬렉션 사용 설명서 부록 숨겨진 진짜 애나벨을 찾아라  다니엘라하 전구가져와  다니엘라색히 괜히 쳐열어젖혀가지고 내 영혼까지 강탈당할뻔 했네디진다 열지말라는 건 열지마라 좀  쥬디의 하드캐리를 보고 싶다면  페미같은 애들이 말 안듣고 풀어주네개발암이다  이런게 공포영화지 미드소마같은건 몇번을봐도 취향이 아니네요인시디어스 시리즈 계속 나왔으면  괜찮았음 볼만합니다  솔직히 애나벨 시리즈는 컨저링에 엎혀가는 영화같다고 생각함컨저링에 비하면 별로 안무서움  
213,에나벨 너무너무 무섭다  
214,한 번에 공포 종합선물세트 받은 기분  그냥 딱 애나벨2보다 절반만 재밌음  영원히 집으로 돌아가세요  
215,그냥 애나벨 시리즈 볼만하다  제임스 왕이 감독하지 않는 호러는 이제 그냥 끝났다고 보여진다 이러니 호러 은퇴하겠단 말까지 했었지 영화는 그저 그래 여배우들 몸매가 너무들 글래머러스하고 섹시해서 공포에 몰입을 깰 정도ㅎ  꽤 수작인듯 워렌부부 안나와서 조마조마하면서 봄 꼬마아가씨가 상당히 당당하고 멋지더라  인테리어 재탕 스토리 재탕 배우 재탕 끝물에 사골도 안우러나오겟다 이젠 이 시리즈는 그만 좀 해라 시나리오를 발로 썼나 20년전 공포 영화들이 더 나아보인다  노잼에 노공포에 어이없음만 가득 귀신 1시간 진짜 평점뭐냐컨저링 인시디어스 요로나 에나벨시리즈 통틀어서 이렇게 허술한건처음  공포스러운 장면들이 서로 따로 놀고 있다가 마지막에 억지로 합체하니 체할 수 밖에  중간 사무라이 나올 때 아니메 보는 것 같아 안그래도 없는 공포 더 없어짐 일본문화가 어쩌구 하는 거 아님 다만 제임스 완님은 제발 감독만 해주시길  전반적으로 제작참여작 다 노잼 좋아하는 워렌부부 캐릭 다 정말 돈아까워요 평점보고 재미없을꺼란 생각에도 혹시나하는 마음에 봤더니 역시나였음 앞전 애나벨 생각하고 보시면 안되요끝날때까지 지루합니다  
216,아주그냥 그냥 그랬음 진짜로  그만할 때 됬자나 개연성도 없고  감독 진짜 쓰렉이네  이게 영화냐  이게뭐야 진짜 이게뭐야  개폐급영화 진심 더 넌부터 컨저링 유니버스 망했다  애나벨 왤케 약해졌냐  미친년이 벌벌 떨면서  꿋꿋이 만질건 다 만지네 ㅋㅋ 지독한 년  
217,소토리가 조금 빈약한데 ㅋㅋ 일단 재미는 있음  부모는 처음과 끝에 한번나오고여자애 캐릭터 완전 광맛  왜 일찍 상영종료 됐는지 알것같다  걍 급영화같았어요애나벨 짝퉁영화요  정말비추해요물론 제기준에서요ㅎ전 공포영화 그렇게 잘 보는건 아니지만 솔직히 놀랄부분이 없어서 놀랐구요 평점보고 설마 그렇게 안무섭겠어 하고 봤는데 진짜 안무서워서 놀랐고요 설마 그렇게 재미없겠어 하고 봤는데  와 역대급 노잼이다 ㅋㅋㅋ진짜  돈을 버렸다억지로 감동적이게 끝내려고 하니까 이 사단이 나지ㅠ 여러 부분에서 존나 깨고 지루하고 안무서워  그냥 준수해  심플한 상업용 공포영화  근데 숨죽이며 조용한 장면에서 팝콘 통 막 긁으며 쩝쩝대며 먹는 애들 때문에 긴장감 다 깼다  제발 팝콘 처먹지 마라 시끄러  혼자 가서 봣는데 전좌석텅텅비어 있었음 그래서 보다가 깜놀많이함  공포영화인데 안 무서움  구냥 깜짝깜짝 놀래키는거 빼고 뭐 없음  
218,결말도 별로 그리고 암걸림  
219,빠른전개 억지스러운내용 답답함 지루함  이번꺼 진짜 별로애나벨2가 나음  
220,본격 암걸리는 영화 무서움은 기대이하  진정 공포영화를 졸면서 보는게 가능한지 이영화를 보고야 알았다  쓰레기라고 말하고 싶다  공포영화로써 좋았지만 워렌부부의 퇴마 역할을 볼 수 없어 아쉬운 영화  땡그랑 한푼 땡그란 두푼 ㅎ  연출도 하나도 안무섭고 도대체 어디서 무서워해야하는지 모르겠음  제임스완 팬으로서 실망  막판 5분만 재밌었다  
221,여주인공때문에  화나는 영화  마지막 엔딩보고 좀실망했음 엔딩보기전까진좋았음  
222, 왜 갑자기  어린 소녀들이 함께 이겨내는 청년성공스토리 처럼 되버린거야 왜그러는거야 느낌 완전 변했음 애나벨과의 의리로 봤다  재밋어요 진짜 방금보고나왓는데 갑툭튀 부분이 뻔하긴한데 알면서도 무섭고 재밋네요 근데 이게 실화라니충격  1이 제일재밋다 ㅋㅋㅋㅋ  떡밥 수준이 아니라 처음에 뭐 사용할지를 그냥 관객에게 들이밀면서 알려줌그리거 그거 고대로 사용그리고 무지 진짜 처음부터 끝까지 패고 싶다는 생각밖에 안들고 제일 놀라웠던건 주디 엄마 반응ㅋㅋㅋ니 딸  
223,애나벨2는 볼만했는데 이건 별로  
224,하지 말라는건 하지말자 제발  
225,열지말라는건 열지마 제발  볼게 많아서 재밌긴했어 근데 워렌부부랑 주디는 너무 착한거 아니냐 나같으면 뺨따구 때렸는데  영화는 재밌는데 23시 35분 영화 120명중 100명이상이 급식임ㅋㅋㅋ 뭐만하면 소리지르고 욕하고 떠들어대서 진짜 ㅅ 바 개빡쳤음 조심해라진짜 적당히해야지 ㅋㅋ  무지개떡 진짜 얘는 죽었어야 했는데  
226,하지 말라는건 하지 말아야한다  영화관에서 볼때 너무 무섭고 놀래서 나도 모르게 비명지름  
227,아이쿠 무서워요 ㅜㅜ다른 에나벨시리즈 보다 더무서운듯용  역대 컨져링 애나벨 모두 팬인데 이번 집으로가 가장 실망스러워요 정말아쉽네요 ㅠㅠ  진짜 핵노잼ㅠㅠ 전편은 무서웠는데  건드리지 말라는거 건드린애 애나벨과 같이 가둬놓고 싶음  구라안치고 노잼이다 이제 시작인줄알았는데 끝남  박물관이 살아있다 시즌 끝난줄 알았는데여기서 보여주시네  진짜 움찔한번 안했음  갠적으로는 컨저링 애나벨 시리즈 중에 가장 괜찮았어요 애초에 그 시리즈가 다 그저 그랬어서 거기서 거기였지만ㅋㅋㅋ 이 영화는 좀 무서웠네요  나쁘진 않았지만 이거 볼빠엔 스파이더맨 본다  나름 볼만했음 삼십대 남자친구와 함께 본 영화 초반은 지루했는데 중간에 귀신이 넘 무섭게 생겼다고 하더이다 볼만했다 보는 내내 가슴졸임  다니엘라 인성 나타노네 ㅎ  무서워요ㅠㅠ 기대안하고봣는데 넘놀라서 심장 아팟엉  솔직히 과거 나이트 메어 보다 재밋는  공포 영화가 안나오는게아쉽다  다음 시리즈 또 나왔으면  다니엘라 때문에 별1개 뺐다  진짜 뻥 안치고 온몸이 아파요 아 심장아파 ㅜ  느끼는건 다 다르겠지만 혼자보러갔는데 저는 소리한번질렀습니다 사람들이많았어도  특히 코인귀신ㅠ요즘같이 더울때 보기딱이예요  
228,역시 재밌어요 그리고 하지말라면 하지맙시다  
229,보는데 답답했다 왜 하지말라는 걸 하려고 함 자꾸 막 무섭지도 않았고 그냥 그냥 잘봤음  
230,ㄹㅇ 무섭네 영화보다 심정지올뻔  차라리 퀄리티는 요로나의 저주가 낫다 짜잔  컨저링 유니버스의 이스터에그들을 보는 맛이 쏠쏠하고 앞으로 나올 영화들에 대한 떡밥도 재밌었지만 연출은 조금도 발전한게 없이 밋밋함  심리공포보단 깜짝쇼에 점점 가까워지고 있다  
231,어후 심장떨려 ㅎㅎ  
232,너무 무서워요짱싫어요  
233,막 그렇게 무서운 느낌없고 놀래키는것도 전보다 덜 하긴한데 다른 재미없는 공포영화에비하면 그냥 평범하고 살짝 심심하면서도 괜찮지안지만 그저그런 공포영화 같아요  
234,볼만했음볼만했음볼만했음  
235,난 좋았음 컨저링애나벨 시리즈 다 보고 가야 더 재밌음  롤 정글 유저로써 다르킨나와서 10점  구식영화 구식공포 답답하다보면서  
236,등골이 오싹한 공포영화는 아니고 몇번 깜짝놀래키는 장면이 있음 베이비시터친구여주인공 아니면 탄생못한 영화다 ㅋ  영매부부는 초반에 잠깐 후반에 잠깐 나오고숨막히는 진상여자애가 주인공임 스토리 없고ㅠ앞으로 이 시리즈는 제임스완 감독 연출 아니면 극장가서 볼 일 없을듯 막판에 2030분 놀래키는것 빼고 1시간반 지루하 적당한 공포스러움 재밌게 잘 봤습니다  역대급으로 깜짝놀래고 무서웠어용ㅠㅠ  무섭다기보다 놀라서 소리지름  
237,으으으으 엄청 무서웠음  공포보다 걍 놀래키는게 목적인 영화인듯  옆에서 덜덜떠는 남친 보는 재미  재밌게봤어요ㅎ  내가 몬스터영화나 볼려고 아까운돈을 날린게 아닌데긴장감1도없고 애들용수준임 컨저링시리즈도 단물 다빠졌네  
238,심야로 봤는뎈ㅋㅋㅋ모든 악령들이 다 나오는 대 환장 파티ㅋㅋㅋ전 재미있었어요스토리는 쏘쏘  온갖 힘은 다 줬다가 느슨하게 빼버리는 느낌 가득한 영화  보다가 결국 1시간 만에 포기하고 나왔습니다심장 세상 쫄깃쫄깃해졌네요ㅎ  차라리 사브리나를 보세요 중2때부터 컨저링 유니버스 광팬으로서 최근 꺼는 3연속 실패했네요 감독이 바뀌었을 때부터 알아봤어야  보다가 잘까말까 고민한 영화  
239,ㅅㅅ무섭다 인형 무섭ㄷ ㅏ 무섭다  스크린 장면은 많이나와서 좋은데 초반중반 스토리가 평범하고 느려서 살짝 졸린 그런게 있네요 사탄의인형 처키가 더나았던거 같아요  2보다 떨어지는 공 공포감이지만 충분히 재미있었다 10점 주는 이유는 중간에 피자배달부 드립이 찰져서 ㅋㅋㅋ 락앤롤이랑 피자드립 ㅋ  개노잼쓰렉영화 발암캐릭터로 관객열받게한후에 주인공들 움직이는것도 줜내답답해서 더빡치게만듬 내용95퍼센트가 덜덜덜떨면서 귀신있나 고개돌리고 코인쳐줍고 무서워하는거 끝 주인공들이 무서워하는걸 보여주면 관객도무서워지는줄  알바 디질랜드 ㅋㅋㅋㅋ  
240,출연진 시나리오 연출 전부 3류느낌그냥 보지마세요 돈아깝고 시간아까움  이런거 적어도 되나 일단 툭툭떨어져서 놀램하나더 이건 스포일수도 있는데 동전  진짜 노잼입니다 사운드적으로 압도감을 주는 것도 없고 몇장면 놀래키기 위해 만들어진 영화에요 돈주고 영화관에서 본게 아깝다고 느껴지네요  다른 공포 영화는 보고나서 두렵고 섬뜩한 맛이 있는데 이건 그런게 하나도 없음 그리고 억지로 이어간다는 느낌을 많이 받았어요 다른 분들은 어땠을지 모르지만 너무 산만하고 말도 안된다고 생각했어요 스포가 될까봐  오랜만에 와이프랑 손잡고 봤네요ㅎㅎㅎ  애나벨 보러갔는데 딴 귀신들 많아서 정신 사납다 워렌부부분량도 아숩 ㅠㅠ시리즈 중에  2가 젤 낫네  
241,1보다는 안무섭고 그냥 가볍게 볼정도예요  애나벨 인형의 주인이 훨 나음  보지마셈 집에서 보셈 돈아까움 못보는 사람은 추천  
242,컨저링1이 그립다많이 약하다걍 그럭저럭 볼만했다고정신승리한다스파이더맨으로 정화할련다  딱 별2개가 어울리는 영화스토리도 없고 공포마저도 없었음 뿔달린 악령은 쥬토피아에 나오는 경찰양이 딱 생각나서 보다가 웃음 터져버렸음  약해 약해 실망이 이만저만이 아니다  하나도 안 무섭다 공포영화 맞아ㅋㅋㅋ 시리즈 중 최악이다  상자열었다가 다시 넣음 그게끜  오늘 밤 잠 다 잤다ㅋㅋㅋ  내용보다 학생
243,들이 애나벨이다 라고 큰소리내는 경우는 뭐냐  공포용화중에서는 상당히 재밌게 본 편입니다  제임스 완은 대체 왜 감독자리로 안돌아오는걸까  보면서 진짜 무서웠어요 ㅠ  제임스완 감독을 좋아하는 관객으로써 이번에도 만족스럽습니다  보는 내내 긴장의 연속  공포영화는 역시 제임스 완 아니냐ㅋㅋㅋ  
244,열지말라는건 열지말고 만지지말라고 하는건 냅두라ㅡㅡ  간만에 무서운 공포영화  재밌음 얼마전 사탄의 인형보고 오염된 마음이 애나벨 보고 정화된다 그리고 악령이 종합선물세트처럼 나오는게 마치 어벤져스를 보는 느낌  애나벨2 평점보고 애나벨3 평점으로 착각해서 잘못보고 옴 ㅠㅠ 애나벨2가 머리아플정도로 무서웠으면 이건 그거의 10분의 1 주변 사람들이 놀라는 소리가 더 무서운 영화  집에서 벌어지는 3인 난장판 파티컨져링 부터 다 봤는데 제일 공포스럽지 않은 분위기중간 중간 끼었는데 억지 웃음그래도 방에 전시되있는 귀신도구의 용도귀신들 봐서 신기함사무라이티비동전 등등  악령들이 진짜 많이 나와서 너무 무서웠어요  
245,애나벨이 실존한다면 감독부터 조지러 갈듯 뻔하고 지루하고 제임스완이 관련 시리즈 만들고 있어서 인지 뜬금포 늑대인간끼워넣고  최악이었습니다  애나벨 보지마라 괜히 평점낮은게 아니다  제임스완 복귀 시켜라그 동안 쌓아놓은 업적을 다 말아들 먹네  
246,내가 원한 공포영화가 이런거임 진짜 무서워서 찍소리도 못하겠더라ㅠㅠ  
247,분위기나 갑자기 튀어나와서 깜짝놀라는거에 비해 마무리가  허무한듯  보면서 옆사람한테 민망할 정도로 계속 하품했다  제임스완 감독이 아니라 그렇지시리즈니까 하지말라는걸꼭 하지말라고  제임스완이 했으면 더 고급스럽게 무서웠을텐데   집에엘리베이터 불이꺼져있어 무서워 죽는줄  
